#1.2							
16155	6						
NAME	Description	A-Erg3	A-Erg4	A-Erg5	A-Nrm4	A-Nrm5	A-Nrm6
LCP1	NA	33017	61070	70373	1446	890	2887
LCP2	NA	4858	10304	12397	48	28	343
LCT	NA	5	8	23	4	23	0
LCTL	NA	8	4	7	2	22	0
LDB1	NA	317	838	1024	865	709	525
LDB2	NA	105	44	78	1600	1814	587
LDB3	NA	39	12	67	9	62	1
LDHA	NA	23382	31432	25772	17378	15563	10479
LDHAL6B	NA	0	5	1	2	0	0
LDHB	NA	641	350	490	1893	1469	1172
LDHC	NA	4	15	16	1	9	4
LDHD	NA	70	207	246	25	56	113
LDLR	NA	1004	804	1130	859	1246	2041
LDLRAD1	NA	0	3	0	0	0	0
LDLRAD2	NA	1	12	5	3	6	2
LDLRAD3	NA	144	176	155	1086	986	499
LDLRAD4	NA	726	2042	3084	605	451	211
LDLRAP1	NA	1278	1142	1320	981	975	1016
LDOC1	NA	0	0	4	2	8	0
LDOC1L	NA	52	143	75	422	312	194
LEAP2	NA	0	0	2	2	2	4
LECT1	NA	70	31	23	2076	2138	982
LECT2	NA	0	3	0	0	0	0
LEF1	NA	330	2622	2491	138	563	486
LEFTY1	NA	132	76	74	758	656	345
LEFTY2	NA	0	4	24	0	2	1
LEKR1	NA	161	78	62	310	218	192
LEMD2	NA	394	329	342	378	399	214
LEMD3	NA	268	500	718	418	332	517
LENEP	NA	64	57	54	213	103	84
LENG1	NA	315	437	469	400	348	285
LENG8	NA	489	1176	1537	1132	704	1258
LENG9	NA	221	317	309	396	356	238
LEO1	NA	561	770	1107	1482	1328	787
LEP	NA	29	4	17	1	8	0
LEPR	NA	56	41	86	274	219	46
LEPROT	NA	4681	2929	3560	10918	7853	4850
LEPROTL1	NA	2641	6243	6426	3628	2973	1784
LETM1	NA	555	880	1073	589	584	426
LETM2	NA	124	227	163	307	191	166
LETMD1	NA	632	1303	1237	1892	1485	1219
LFNG	NA	555	474	755	124	70	173
LGALS1	NA	32057	11780	10931	36442	32580	14688
LGALS12	NA	0	23	42	0	21	0
LGALS2	NA	3	33	18	4	15	1
LGALS3	NA	18163	11105	15326	5071	4742	3205
LGALS3BP	NA	15895	17683	14592	7597	6783	2878
LGALS4	NA	72	581	421	209	158	182
LGALS7	NA	338	256	160	95	77	2256
LGALS8	NA	3304	2274	3322	5970	4823	3355
LGALS9B	NA	12110	11299	11015	14439	11843	5107
LGALSL	NA	327	447	931	1796	1502	1221
LGI1	NA	5	0	2	116	81	15
LGI2	NA	138	25	6	468	161	132
LGI3	NA	67	3	19	132	76	49
LGI4	NA	189	274	145	2379	1333	1036
LGMN	NA	35628	12993	18552	6185	3688	6102
LGR4	NA	745	1566	990	1305	1165	2663
LGR5	NA	147	6	19	1961	1566	193
LGR6	NA	7	7	10	1	1	0
LGSN	NA	0	0	0	0	0	0
LHCGR	NA	0	5	0	1	0	7
LHFP	NA	3202	235	514	3400	2733	1583
LHFPL1	NA	1	9	25	38	31	35
LHFPL2	NA	2576	902	2039	1303	1862	565
LHFPL3	NA	18	0	16	40	112	78
LHFPL4	NA	0	0	1	36	26	6
LHFPL5	NA	0	0	0	0	2	0
LHPP	NA	328	329	249	885	896	623
LHX1	NA	1	14	12	0	0	0
LHX2	NA	0	0	56	1	16	0
LHX3	NA	0	0	0	0	0	3
LHX4	NA	18	4	1	0	12	0
LHX5	NA	0	6	37	0	6	0
LHX6	NA	17	3	7	2	5	6
LHX8	NA	0	0	0	1	13	1
LHX9	NA	2	4	6	3	8	0
LIAS	NA	661	882	1021	1557	1728	713
LIF	NA	495	577	542	630	476	347
LIG1	NA	879	1642	1391	437	278	319
LIG3	NA	281	483	528	871	723	454
LIG4	NA	130	129	189	289	433	177
LILRA5	NA	1738	1729	2111	3	11	139
LIM2	NA	0	0	3	0	0	0
LIMA1	NA	4578	2374	2361	14352	10642	10715
LIMCH1	NA	45	249	189	6414	2926	1550
LIMD1	NA	1730	2144	3116	3461	2538	2149
LIMD2	NA	1567	6526	7525	215	164	264
LIME1	NA	499	4990	5369	147	206	259
LIMK1	NA	257	331	286	575	490	293
LIMK2	NA	1521	2514	2283	1509	1444	3619
LIMS1	NA	3464	3953	4287	4707	4710	3534
LIMS2	NA	189	3	57	7635	4742	2270
LIN28A	NA	16	86	32	3	40	0
LIN28B	NA	2	5	50	5	4	0
LIN37	NA	495	846	910	810	645	389
LIN52	NA	458	751	811	1145	1149	889
LIN54	NA	956	1036	1095	602	505	360
LIN7A	NA	43	19	46	132	752	392
LIN7B	NA	1	0	8	0	0	0
LIN7C	NA	3225	4513	5359	6228	5692	4466
LIN9	NA	139	319	228	180	377	111
LINGO1	NA	11	21	4	10	34	1
LINGO2	NA	0	25	62	0	47	0
LINGO3	NA	0	0	0	0	0	0
LINGO4	NA	0	208	108	5	15	5
LINS	NA	165	394	274	795	673	304
LIPA	NA	6078	3280	4346	4576	3896	3158
LIPC	NA	52	136	56	98	28	7
LIPE	NA	690	428	600	593	581	339
LIPF	NA	0	1	2	0	4	0
LIPG	NA	162	81	48	128	217	167
LIPH	NA	196	740	677	465	274	108
LIPI	NA	0	1	0	10	2	0
LIPK	NA	2	12	6	0	0	14
LIPM	NA	0	50	54	0	0	0
LIPN	NA	0	1	5	0	0	0
LIPT1	NA	48	87	88	240	223	93
LIPT2	NA	24	8	8	46	19	16
LITAF	NA	40411	19831	27513	14250	10592	11290
LIX1	NA	32	53	29	149	125	92
LIX1L	NA	270	55	67	640	525	315
LLGL1	NA	565	466	391	1453	1026	596
LLGL2	NA	56	196	186	71	57	100
LLPH	NA	451	759	787	633	516	342
LMAN1	NA	2395	1688	1174	5460	5112	3109
LMAN1L	NA	62	645	285	0	11	3
LMAN2	NA	3717	2812	3210	3984	4296	2748
LMAN2L	NA	819	714	603	1415	1040	531
LMBR1	NA	256	166	168	1836	1105	692
LMBR1L	NA	497	771	812	639	481	639
LMBRD1	NA	4326	3215	4192	6046	5372	3501
LMBRD2	NA	115	131	138	197	171	160
LMCD1	NA	3879	398	429	210	573	89
LMF1	NA	838	760	563	1620	1280	715
LMF2	NA	1320	1203	1515	2439	1943	1292
LMLN	NA	17	40	26	40	20	17
LMNA	NA	14604	4070	6225	20317	23300	16186
LMNB1	NA	6465	3155	3784	91	53	195
LMNB2	NA	215	181	189	251	271	169
LMO1	NA	12	5	17	75	64	47
LMO2	NA	347	515	635	937	351	644
LMO4	NA	2326	3493	3756	3243	3531	3478
LMO7	NA	175	555	336	1381	869	655
LMOD1	NA	43	1	15	113	599	70
LMOD2	NA	0	0	6	1	5	0
LMOD3	NA	0	0	3	0	1	0
LMTK2	NA	309	538	771	345	233	198
LMTK3	NA	0	6	13	2	0	0
LMX1A	NA	1	9	13	154	66	35
LMX1B	NA	0	0	0	0	0	0
KIAA1715	NA	1843	1795	2380	3232	3970	2284
LNPEP	NA	867	1167	1577	540	425	425
LNX1	NA	53	204	186	388	262	122
LNX2	NA	417	778	1033	370	497	229
LOH12CR1	NA	236	437	462	477	373	199
LONP1	NA	435	388	490	593	475	436
LONP2	NA	1545	2465	2306	4049	3349	1836
LONRF1	NA	157	111	100	113	116	106
LONRF2	NA	5	10	34	54	86	32
LONRF3	NA	454	443	319	245	248	267
LOX	NA	5876	352	441	5575	5457	2126
LOXL1	NA	3033	154	211	7008	4428	2325
LOXL2	NA	584	20	48	1867	1137	707
LOXL3	NA	2588	305	191	2727	2314	1028
LOXL4	NA	80	0	7	432	397	170
LPAR1	NA	4844	409	673	25222	19490	7576
LPAR2	NA	18	95	107	4	8	18
LPAR3	NA	13	16	23	112	75	41
LPAR4	NA	35	15	37	2466	1642	607
LPAR5	NA	49	200	209	9	14	161
LPAR6	NA	1880	3611	3826	1833	1660	4416
LPCAT1	NA	82	162	166	104	130	71
LPCAT2	NA	1658	1515	2232	329	233	1065
LPCAT3	NA	830	1190	1049	1889	1397	1137
LPCAT4	NA	523	2077	1596	179	136	95
LPGAT1	NA	1328	992	1101	1531	1785	816
LPHN1	NA	583	315	280	864	883	407
LPHN2	NA	294	283	306	595	657	722
LPHN3	NA	2	24	34	7	58	5
LPIN1	NA	638	1384	1844	1245	1118	1207
LPIN2	NA	2047	1427	2196	1092	883	902
LPIN3	NA	242	116	113	708	497	394
LPL	NA	5319	761	768	20064	17417	6021
LPO	NA	2	29	25	84	131	1
LPP	NA	5286	2747	2767	9222	7600	6392
LPXN	NA	4055	8901	10246	63	23	163
LRAT	NA	499	25	51	114	292	45
LRBA	NA	190	526	743	338	245	235
LRCH1	NA	735	1167	1399	762	517	880
LRCH2	NA	22	4	7	102	296	52
LRCH3	NA	340	414	528	1069	916	390
LRCH4	NA	0	0	0	0	0	0
LRCOL1	NA	2	10	19	0	4	3
LRFN1	NA	4	4	3	6	0	0
LRFN2	NA	0	0	0	0	1	4
LRFN3	NA	42	1	3	153	169	109
LRFN4	NA	23	4	5	40	65	31
LRFN5	NA	0	1	1	5	0	0
LRG1	NA	1957	6504	4454	75	109	61
LRGUK	NA	0	14	6	1	12	15
LRIF1	NA	1089	2008	2572	1316	1094	1172
LRIG1	NA	382	676	820	852	925	362
LRIG2	NA	386	380	404	678	645	615
LRIG3	NA	119	44	87	231	174	246
LRIT1	NA	0	0	0	0	1	0
LRIT2	NA	11	26	0	1	29	0
LRIT3	NA	0	9	1	5	2	0
LRMP	NA	626	2787	2426	0	2	84
LRP1	NA	11889	1336	1768	28454	22784	14165
LRP10	NA	1338	1987	2134	1686	1321	815
LRP11	NA	45	31	50	8	5	10
LRP12	NA	584	195	172	350	446	187
LRP1B	NA	0	7	13	0	3	0
LRP2	NA	4	15	20	2	37	0
LRP2BP	NA	1	19	19	2	1	14
LRP3	NA	51	5	21	455	364	232
LRP4	NA	933	408	480	581	765	2709
LRP5	NA	89	53	64	114	81	93
LRP6	NA	1612	719	684	3810	2885	1841
LRP8	NA	190	298	231	2	12	0
LRPAP1	NA	7189	4454	4759	21342	17965	8517
LRPPRC	NA	270	315	566	414	486	449
LRR1	NA	14	48	74	9	5	11
LRRC1	NA	71	110	199	167	195	277
LRRC10	NA	0	0	0	0	1	0
LRRC10B	NA	5	9	0	9	0	0
LRRC14	NA	184	263	409	607	510	189
LRRC14B	NA	10	10	53	48	29	19
LRRC15	NA	193	3	3	21	2	11
LRRC16A	NA	668	429	508	1292	1405	1122
LRRC16B	NA	0	1	0	9	0	16
LRRC17	NA	197	91	103	14277	7510	3337
LRRC18	NA	5	56	28	0	18	9
LRRC19	NA	14	0	0	3	5	1
LRRC2	NA	33	33	38	4	10	0
LRRC20	NA	178	127	160	614	463	290
LRRC23	NA	5	17	8	56	15	23
LRRC24	NA	27	10	37	38	53	5
LRRC25	NA	2232	704	840	0	0	196
LRRC26	NA	205	2002	1491	314	139	7
LRRC27	NA	180	110	107	193	327	86
LRRC28	NA	577	676	818	698	753	427
LRRC29	NA	12	53	83	54	39	59
LRRC3	NA	188	275	265	97	110	103
LRRC30	NA	0	0	1	0	8	0
LRRC32	NA	4354	360	426	1860	1507	649
LRRC34	NA	0	9	8	40	17	16
LRRC36	NA	1	16	21	146	116	47
LRRC38	NA	0	2	2	1	1	0
LRRC39	NA	43	43	52	62	59	47
LRRC3B	NA	0	0	1	1	1	0
LRRC4	NA	20	11	17	103	112	46
LRRC40	NA	755	997	1344	1858	1547	1362
LRRC41	NA	1198	854	1394	3804	2918	1521
LRRC42	NA	475	596	532	811	957	447
LRRC43	NA	0	1	1	0	0	0
LRRC45	NA	518	813	542	970	820	611
LRRC46	NA	9	22	3	1	26	0
LRRC47	NA	35	147	111	80	92	86
LRRC48	NA	0	3	13	39	95	24
LRRC49	NA	261	85	136	1856	1146	622
LRRC4B	NA	7	0	1	1	9	0
LRRC4C	NA	97	13	25	10	48	2
LRRC52	NA	0	2	0	16	0	0
LRRC55	NA	60	2	1	36	37	1
LRRC56	NA	48	110	86	139	67	54
LRRC57	NA	798	1391	1798	2182	1739	1193
LRRC58	NA	7976	7925	7837	12348	12882	8908
LRRC59	NA	1824	1396	1767	2448	1979	1046
LRRC6	NA	1	4	3	0	1	0
LRRC61	NA	747	599	649	3625	2450	1326
LRRC63	NA	8	5	32	0	7	0
LRRC66	NA	25	11	21	0	0	3
LRRC69	NA	0	5	1	9	1	1
LRRC7	NA	21	17	15	2	64	9
LRRC71	NA	2	3	11	31	19	9
LRRC72	NA	0	2	1	0	4	0
LRRC73	NA	4	0	1	10	5	2
LRRC8A	NA	4885	2634	2687	11351	11066	6937
LRRC8B	NA	14	69	41	119	105	37
LRRC8D	NA	1983	1661	2835	835	454	467
LRRC8E	NA	44	52	56	66	41	121
LRRCC1	NA	429	904	1135	1444	955	900
LRRD1	NA	3	4	1	3	1	14
LRRFIP1	NA	6413	10683	12054	1624	1673	1779
LRRIQ1	NA	4	12	11	0	2	0
LRRIQ3	NA	12	12	20	44	55	15
LRRIQ4	NA	0	0	2	0	0	0
LRRK1	NA	1579	938	1137	2486	2625	1293
LRRK2	NA	420	647	861	566	453	230
LRRN1	NA	1	33	8	400	406	117
LRRN2	NA	446	18	153	814	815	513
LRRN3	NA	0	22	42	41	56	85
LRRN4	NA	24	32	51	10	31	8
LRRN4CL	NA	4434	530	467	65239	31410	17035
LRRTM1	NA	0	0	10	5	13	0
LRRTM2	NA	61	70	127	88	69	154
LRRTM3	NA	3	13	30	57	223	10
LRRTM4	NA	0	15	60	0	20	0
LRSAM1	NA	292	257	240	899	723	465
LRTM1	NA	4	2	38	9	4	0
LRTM2	NA	6	2	8	0	7	0
LRWD1	NA	485	1236	801	589	468	443
LSAMP	NA	0	2	7	27	13	3
LSG1	NA	647	1126	1585	1481	1215	807
LSM1	NA	1110	1524	1501	1844	1557	1173
LSM10	NA	978	953	944	1829	1428	724
LSM11	NA	133	117	243	102	138	47
LSM12	NA	572	768	683	691	554	400
LSM14A	NA	1139	1503	1766	1781	1645	1011
LSM14B	NA	176	185	186	240	211	153
LSM2	NA	535	797	722	784	712	463
LSM3	NA	954	2042	2175	1682	1396	848
LSM4	NA	749	1046	1113	878	763	944
LSM5	NA	88	265	380	191	170	124
LSM6	NA	880	1651	1629	1958	1614	1074
LSM7	NA	54	120	117	171	145	101
LSP1	NA	9469	24804	24384	28904	16149	9821
LSR	NA	673	2188	1373	705	528	1844
LSS	NA	126	386	339	300	309	250
LTA	NA	50	819	655	0	0	0
LTA4H	NA	1859	3266	3386	4872	4085	2194
LTB	NA	549	2890	2610	2	0	11
LTB4R	NA	266	666	442	36	5	27
LTB4R2	NA	0	4	0	0	0	10
LTBP1	NA	517	140	231	7033	4478	2176
LTBP2	NA	4804	230	402	109	529	96
LTBP3	NA	1905	223	210	1935	2020	1179
LTBP4	NA	2628	325	304	11359	12418	10962
LTBR	NA	2000	1019	1289	3534	2843	1678
LTC4S	NA	279	62	99	62	20	390
LTF	NA	2670	14425	10359	38	81	1
LTK	NA	5	25	40	1	6	0
LTN1	NA	713	1110	1501	2245	1730	806
LTV1	NA	1231	1912	1874	1511	1515	1441
LUC7L	NA	1573	2487	2977	2305	1928	2018
LUC7L2	NA	879	1709	1957	1630	1277	1360
LUC7L3	NA	1678	3820	3915	3839	3329	3950
LUM	NA	62294	5503	5378	141470	98468	37034
LURAP1	NA	19	77	48	40	81	54
LURAP1L	NA	134	361	220	2868	1755	1245
LUZP1	NA	2094	1124	1421	2670	2622	3158
LUZP2	NA	0	5	21	56	9	0
LXN	NA	1767	1494	1443	1791	1691	1156
LY6D	NA	1981	10732	7645	1798	1248	3617
LY6E	NA	35210	65181	58751	24162	21988	23170
LY6G5B	NA	21	724	718	0	4	14
LY6G5C	NA	0	0	7	2	5	0
LY6G6C	NA	8	10	6	0	5	7
LY6G6D	NA	8	16	2	52	34	11
LY6G6F	NA	8	2	11	0	13	0
LY75	NA	72	372	359	23	34	12
LY86	NA	9260	7177	6233	127	99	1176
LY9	NA	691	2457	2069	2	5	33
LY96	NA	552	407	418	613	429	307
LYAR	NA	607	931	1165	1203	1116	894
LYG1	NA	2	0	9	0	5	0
LYG2	NA	0	2	0	0	2	0
LYL1	NA	188	298	339	8	0	123
LYN	NA	8907	5528	7289	520	345	631
LYNX1	NA	713	291	249	4809	3559	1882
LYPD1	NA	9	3	1	13	3	0
LYPD3	NA	32	82	33	237	125	260
LYPD4	NA	0	0	2	0	0	0
LYPD5	NA	0	1	1	0	1	0
LYPD6	NA	1	0	0	124	527	269
LYPD6B	NA	10	70	58	18	65	55
LYPD8	NA	500	2606	2672	5	15	0
LYPLA1	NA	3978	5642	6650	7235	6122	3871
LYPLA2	NA	826	1989	2442	1136	916	725
LYPLAL1	NA	155	81	121	727	512	365
LYRM1	NA	294	325	330	666	461	324
LYRM2	NA	700	830	1059	1934	1279	868
LYRM4	NA	700	1063	1202	2169	1790	1135
LYRM5	NA	827	1139	913	2279	1900	1303
LYRM7	NA	21	69	40	136	138	111
LYRM9	NA	90	503	640	235	299	82
LYSMD1	NA	32	85	60	239	161	41
LYSMD2	NA	63	150	190	1858	1421	777
LYSMD3	NA	1577	1929	2617	5132	4509	3902
LYSMD4	NA	169	173	306	567	676	272
LYST	NA	1167	1442	1628	541	519	251
LYVE1	NA	80	56	65	291	80	1698
LYZ	NA	214	135	137	292	115	65
LYZL1	NA	0	0	0	0	1	0
LYZL4	NA	9	2	20	0	6	0
LYZL6	NA	0	0	0	1	0	0
LZIC	NA	485	781	846	728	796	489
LZTFL1	NA	727	888	1473	1782	1480	860
LZTR1	NA	1110	1076	1111	3687	2789	1746
LZTS1	NA	2	18	37	4	9	7
LZTS2	NA	307	76	84	449	324	394
M1AP	NA	89	57	77	14	12	16
M6PR	NA	5931	7266	8705	6664	6714	4561
MAATS1	NA	6	11	21	18	31	10
MAB21L1	NA	0	1	0	9	5	5
MAB21L2	NA	10	4	8	3	20	0
MAB21L3	NA	34	67	62	24	4	4
MACC1	NA	71	187	115	92	24	317
MACROD1	NA	36	45	60	94	68	41
MACROD2	NA	37	28	24	498	239	94
MAD1L1	NA	661	670	881	996	884	398
MAD2L1	NA	708	1401	1154	778	612	324
MAD2L1BP	NA	589	1008	1196	960	618	416
MAD2L2	NA	648	882	925	1081	943	563
MADD	NA	803	1407	1915	120	90	91
MAEA	NA	3916	4076	3404	5528	5124	3515
MAEL	NA	0	0	0	0	0	0
MAF	NA	2359	3429	4219	8044	5666	4678
MAF1	NA	2651	3472	3942	4852	3565	3217
MAFA	NA	0	0	0	0	0	0
MAFB	NA	2567	921	1641	214	114	508
MAFF	NA	1343	459	687	821	943	2454
MAFG	NA	561	397	421	496	404	445
MAFK	NA	7643	2720	4322	5861	5366	8973
MAG	NA	74	56	16	6	14	10
MAGEA10	NA	0	0	0	0	0	0
MAGEA11	NA	0	0	0	0	0	0
MAGEB1	NA	0	0	0	0	0	0
MAGEB16	NA	0	0	1	0	1	0
MAGEB18	NA	0	0	0	0	0	0
MAGEB2	NA	0	0	0	0	0	0
MAGED1	NA	9691	2507	2543	24424	22288	17017
MAGED2	NA	3892	557	576	19487	14206	6485
MAGEE1	NA	272	70	102	1021	959	431
MAGEE2	NA	0	1	23	0	5	11
MAGEH1	NA	403	90	50	2003	1699	806
MAGEL2	NA	0	1	0	0	0	0
MAGI1	NA	205	199	497	247	522	512
MAGI2	NA	68	28	13	162	152	121
MAGI3	NA	266	242	187	910	891	640
MAGIX	NA	2	0	2	60	31	0
MAGOH	NA	1121	1800	1843	1572	1629	1342
MAGOHB	NA	385	593	636	415	499	371
MAGT1	NA	2827	3183	2901	8564	6692	3958
MAK	NA	12	29	22	14	31	0
MAK16	NA	1185	2051	2276	1549	1505	895
MAL	NA	45	240	222	1074	617	615
MAL2	NA	624	580	1941	256	114	311
MALL	NA	67	159	125	0	18	66
MALSU1	NA	494	570	783	1084	849	664
MALT1	NA	2183	2131	3611	213	179	243
MAMDC2	NA	57	26	9	617	1003	348
MAMDC4	NA	10	21	27	38	53	37
MAML1	NA	460	434	626	667	293	679
MAML3	NA	247	187	324	302	372	450
MAMSTR	NA	44	13	1	254	290	121
MAN1A1	NA	1118	972	1390	6748	5126	2169
MAN1A2	NA	1612	1016	1072	3254	2649	1659
MAN1B1	NA	924	641	706	707	689	507
MAN1C1	NA	682	157	244	1148	728	497
MAN2A1	NA	3763	1926	1851	9368	7211	4329
MAN2A2	NA	855	809	868	1918	1650	1570
MAN2B1	NA	6443	5844	6241	3203	2624	1968
MAN2B2	NA	2857	1569	1698	2075	1784	1458
MAN2C1	NA	1110	1406	1531	2389	1856	1488
MANBA	NA	1337	906	820	2188	1762	1022
MANBAL	NA	1578	1435	1517	2541	2322	1633
MANEA	NA	465	694	908	2366	1676	1159
MANEAL	NA	4	44	50	13	41	27
MANF	NA	12208	7146	7807	10701	11991	6133
MANSC1	NA	106	708	801	893	663	164
MANSC4	NA	0	8	10	25	56	13
MAOA	NA	235	158	253	1244	1144	772
MAOB	NA	268	38	42	3593	3517	1339
MAP1A	NA	186	43	71	1419	1302	439
MAP1B	NA	6988	1443	1192	19095	16363	6317
MAP1LC3A	NA	1014	264	313	2041	1553	3251
MAP1LC3B	NA	17207	11864	13273	27195	22818	14311
MAP1S	NA	878	750	775	1064	956	649
MAP2	NA	113	121	218	134	457	420
MAP2K1	NA	1685	1888	2033	1861	1497	993
MAP2K2	NA	647	442	673	779	686	568
MAP2K3	NA	6476	3870	4811	3182	2646	4301
MAP2K4	NA	1225	1168	1272	1310	1039	1041
MAP2K5	NA	332	254	406	801	628	493
MAP2K6	NA	108	171	368	127	247	296
MAP2K7	NA	471	632	821	769	696	725
MAP3K1	NA	6089	13220	17205	2167	1852	2373
MAP3K10	NA	46	12	16	42	81	23
MAP3K11	NA	257	365	487	207	108	463
MAP3K12	NA	243	232	369	609	622	376
MAP3K13	NA	42	21	81	69	95	46
MAP3K14	NA	2319	2776	4643	820	902	1343
MAP3K15	NA	46	37	31	24	9	15
MAP3K19	NA	1	8	25	9	15	13
MAP3K2	NA	1182	1214	2046	1990	1702	1186
MAP3K3	NA	994	876	1172	1070	778	602
MAP3K4	NA	234	344	405	513	407	321
MAP3K5	NA	473	672	775	276	207	302
MAP3K6	NA	44	39	118	506	500	390
MAP3K8	NA	3426	2812	3364	4125	3028	2921
MAP3K9	NA	20	43	143	17	10	5
MAP4	NA	3019	2162	2453	4826	4790	2880
MAP4K1	NA	394	2165	2113	7	11	63
MAP4K2	NA	232	627	822	40	60	116
MAP4K3	NA	662	361	484	586	791	625
MAP4K4	NA	1297	807	1223	1158	926	702
MAP4K5	NA	633	316	287	1155	1246	994
MAP6	NA	518	94	89	838	895	631
MAP6D1	NA	13	1	12	8	7	0
MAP7	NA	110	252	409	322	405	532
MAP7D1	NA	1061	516	490	1075	959	590
MAP7D2	NA	35	0	29	171	235	59
MAP9	NA	153	194	170	388	419	265
MAPK1	NA	1884	2318	2192	2873	2383	1748
MAPK10	NA	6	8	3	34	36	52
MAPK11	NA	60	316	267	66	44	28
MAPK12	NA	49	84	64	443	437	238
MAPK13	NA	255	713	718	378	330	735
MAPK14	NA	1340	1523	2047	1184	884	969
MAPK15	NA	0	0	0	1	0	0
MAPK1IP1L	NA	1025	1555	2126	1727	1376	1214
MAPK3	NA	1424	1223	1136	3991	2742	1803
MAPK4	NA	133	4	11	54	64	257
MAPK6	NA	4554	2215	2957	3532	2851	1732
MAPK7	NA	649	415	504	1024	1148	619
MAPK8	NA	417	453	448	784	694	518
MAPK8IP1	NA	31	14	12	186	157	142
MAPK8IP2	NA	5	6	9	5	40	1
MAPK8IP3	NA	806	701	1315	795	835	839
MAPK9	NA	803	914	951	2072	1357	951
MAPKAP1	NA	514	565	485	751	706	600
MAPKAPK2	NA	2086	1522	1868	833	672	1054
MAPKAPK3	NA	2390	2876	3532	1192	547	622
MAPKAPK5	NA	317	388	504	515	381	371
MAPKBP1	NA	164	99	115	176	246	310
MAPRE1	NA	7807	8225	10304	15112	12623	11963
MAPRE3	NA	188	184	115	415	479	537
MAPT	NA	50	68	128	53	122	25
1-Mar	NA	79	39	8	7	18	8
2-Mar	NA	602	442	801	2622	2429	1773
1-Mar	NA	745	1138	1373	51	15	290
10-Mar	NA	0	0	0	1	6	0
11-Mar	NA	0	5	3	1	10	0
2-Mar	NA	680	868	874	2336	1593	990
4-Mar	NA	0	2	0	0	1	0
5-Mar	NA	569	713	746	457	462	437
6-Mar	NA	832	1333	1811	1555	1514	1194
7-Mar	NA	1910	2690	3691	2163	1885	2215
8-Mar	NA	525	318	256	908	942	774
9-Mar	NA	7	44	14	33	24	18
MARCKSL1	NA	3136	985	1408	159	285	1111
MARCO	NA	9	8	2	4	6	0
KIAA0430	NA	1847	3249	3455	3528	2693	2111
MARK1	NA	68	5	37	145	155	143
MARK2	NA	943	2248	2229	885	897	905
MARK3	NA	392	503	674	897	781	571
MARK4	NA	8	6	7	6	3	4
MARS	NA	638	687	585	963	899	445
MARS2	NA	100	330	368	215	166	235
MARVELD1	NA	357	202	327	1038	710	553
MARVELD2	NA	150	398	426	318	163	560
MARVELD3	NA	21	298	214	98	123	60
MAS1	NA	0	0	4	29	2	1
MASP2	NA	11	7	9	4	8	8
MAST1	NA	71	164	154	100	33	85
MAST2	NA	377	451	414	867	562	405
MAST3	NA	233	586	643	122	110	170
MAST4	NA	401	503	707	1054	721	1208
MASTL	NA	49	264	307	117	122	112
MAT1A	NA	0	0	1	16	1	0
MAT2A	NA	6457	6124	8113	16501	15388	14891
MAT2B	NA	3212	6455	7062	8621	6880	3858
MATK	NA	339	546	536	35	16	11
MATN1	NA	0	0	0	0	1	0
MATN2	NA	10618	1138	1480	58236	53588	22358
MATN3	NA	31	45	44	20	19	5
MATN4	NA	256	2	21	64	64	15
MATR3	NA	5536	8995	12041	14303	12097	8122
MAU2	NA	1274	3902	4667	1905	1314	1270
MAVS	NA	825	1067	752	2227	1545	1029
MAX	NA	2839	4046	3774	3581	2685	2148
MAZ	NA	323	643	528	532	434	220
MB	NA	6	56	72	15	1	3
MB21D1	NA	281	239	506	110	186	68
MB21D2	NA	165	5	8	388	513	316
MBD1	NA	1100	1255	1243	1837	1344	949
MBD2	NA	901	1840	2220	969	777	641
MBD3	NA	389	377	344	782	713	538
MBD3L1	NA	0	0	0	0	0	0
MBD3L2	NA	5	0	3	0	14	1
MBD4	NA	265	305	531	335	394	247
MBD5	NA	248	197	246	500	418	265
MBD6	NA	115	208	225	136	88	104
MBIP	NA	570	1070	1199	1600	1374	906
MBL2	NA	0	0	0	0	0	0
MBLAC1	NA	16	9	38	73	29	40
MBLAC2	NA	159	187	211	316	209	253
MBNL1	NA	11180	24126	32478	27498	24736	15967
MBNL2	NA	7223	4895	6029	9772	9122	6813
MBNL3	NA	410	2458	2111	399	302	1195
MBOAT1	NA	415	1016	1213	1033	1046	660
MBOAT2	NA	197	64	101	205	618	429
MBOAT4	NA	1	70	57	2	26	5
MBOAT7	NA	1033	755	815	416	490	432
MBP	NA	943	2346	2734	299	168	579
MBTD1	NA	1148	1097	1703	747	918	881
MBTPS2	NA	248	373	322	468	354	212
MC1R	NA	31	10	43	24	42	27
MC2R	NA	8	18	32	0	26	4
MC3R	NA	0	1	0	0	5	0
MC4R	NA	0	0	0	120	115	59
MC5R	NA	0	15	1	68	76	1
MCAM	NA	375	79	111	41	124	22
MCAT	NA	102	86	63	93	106	43
MCC	NA	308	203	255	2153	1618	1093
MCCC1	NA	445	489	688	1583	1210	1365
MCCC2	NA	328	510	584	2242	1281	914
MCEE	NA	502	477	455	1743	1432	1037
MCF2	NA	0	0	1	29	18	5
MCF2L	NA	143	43	127	1219	716	410
MCHR1	NA	3	4	0	11	33	3
MCL1	NA	9072	7766	8449	5848	5799	6575
MCM10	NA	173	263	306	58	80	44
MCM2	NA	471	1605	1538	313	273	292
MCM3	NA	935	2329	2197	539	505	436
